loan_id,segment_id,segment_name,current_balance,orig_balance,remaining_term_quarters,risk_rating,fico,ltv_ratio,dti_ratio,dscr,utilization_rate,payment_shock_index,delinquency_flag,collateral_buffer,region
RRB-00695,residential_mortgage,Residential Mortgage,318537.4,424568.04,11,5,694,0.5448,0.4046,1.3662,0.1909,0.05,0,0.9827,Northeast
RRB-00696,residential_mortgage,Residential Mortgage,193068.44,257393.27,19,5,690,0.5105,0.3355,1.062,0.0617,0.2478,0,1.1148,Southeast
RRB-00697,residential_mortgage,Residential Mortgage,225870.93,287170.48,10,3,670,0.8405,0.3554,1.2515,0.0528,0.2416,0,0.9523,Midwest
RRB-00698,residential_mortgage,Residential Mortgage,442205.76,497091.33,15,6,761,0.7205,0.1616,1.0675,0.1458,0.1702,0,0.8518,Midwest
RRB-00699,residential_mortgage,Residential Mortgage,104581.35,110643.48,11,7,792,0.9061,0.2954,1.0452,0.0521,0.2719,0,1.0376,Southeast
RRB-00700,residential_mortgage,Residential Mortgage,294893.71,355959.85,13,7,771,0.731,0.2057,1.3022,0.1542,0.0666,0,0.8884,Southeast
RRB-00701,residential_mortgage,Residential Mortgage,526753.42,749204.54,14,4,764,0.8093,0.3683,1.208,0.2396,0.0415,0,1.0936,Mountain
RRB-00702,residential_mortgage,Residential Mortgage,170400.91,223443.02,19,4,742,0.6457,0.2693,1.0247,0.0502,0.2303,0,1.0843,Mountain
RRB-00703,residential_mortgage,Residential Mortgage,272242.88,292713.22,21,3,768,0.7495,0.3201,1.173,0.2318,0.2671,0,0.8453,Midwest
RRB-00704,residential_mortgage,Residential Mortgage,150127.87,196275.63,23,6,778,0.5677,0.4172,1.0387,0.0855,0.2641,0,0.8965,Southeast
RRB-00705,residential_mortgage,Residential Mortgage,97673.59,127566.42,21,6,740,0.7043,0.3307,1.2206,0.202,0.248,0,0.8242,Mountain
RRB-00706,residential_mortgage,Residential Mortgage,143803.32,179307.78,11,6,721,0.7373,0.1654,1.1798,0.1762,0.2668,0,0.7749,Northeast
RRB-00707,residential_mortgage,Residential Mortgage,302220.87,398938.86,24,2,728,0.8819,0.2431,1.3645,0.1641,0.2873,0,0.9751,Midwest
RRB-00708,residential_mortgage,Residential Mortgage,170915.07,192559.04,19,5,763,0.8,0.498,1.4053,0.1904,0.3202,0,0.9057,Southeast
RRB-00709,residential_mortgage,Residential Mortgage,151487.95,202846.05,20,3,719,0.6944,0.1819,1.3804,0.1765,0.2773,0,0.8611,Northeast
RRB-00710,residential_mortgage,Residential Mortgage,188824.63,211222.86,24,6,714,0.8161,0.2323,1.1643,0.2498,0.2507,0,0.9428,Southeast
RRB-00711,residential_mortgage,Residential Mortgage,173992.99,221722.66,22,2,741,0.7637,0.4234,1.2921,0.1033,0.0946,0,0.9043,Northeast
RRB-00712,residential_mortgage,Residential Mortgage,500031.88,666808.61,21,5,657,0.6484,0.4303,1.3524,0.1016,0.1555,0,0.9968,Midwest
RRB-00713,residential_mortgage,Residential Mortgage,205409.65,287078.9,23,2,722,0.7806,0.4261,1.0056,0.1512,0.3213,1,1.1373,Northeast
RRB-00714,residential_mortgage,Residential Mortgage,486292.26,664465.61,11,3,716,0.7291,0.2489,1.1134,0.1075,0.0539,0,0.9918,Southeast
RRB-00715,residential_mortgage,Residential Mortgage,282139.21,358201.13,18,5,687,0.5193,0.4158,1.1971,0.1056,0.2479,0,0.9031,Midwest
RRB-00716,residential_mortgage,Residential Mortgage,510906.82,628925.82,19,6,758,0.6623,0.2148,1.3818,0.1222,0.249,0,1.0892,Midwest
RRB-00717,residential_mortgage,Residential Mortgage,516983.86,600014.44,14,6,681,0.7968,0.3221,1.1163,0.238,0.1941,0,0.8227,Southeast
RRB-00718,residential_mortgage,Residential Mortgage,257757.61,279917.59,17,4,720,0.6073,0.2957,1.2606,0.1706,0.2852,0,0.9494,Midwest
RRB-00719,residential_mortgage,Residential Mortgage,134242.28,155321.1,18,7,783,0.7699,0.27,1.0933,0.0512,0.1939,0,0.9994,Mountain
RRB-00720,residential_mortgage,Residential Mortgage,353889.57,512472.06,20,2,797,0.7996,0.1941,1.0869,0.2629,0.115,0,0.9257,Midwest
RRB-00721,residential_mortgage,Residential Mortgage,202527.34,215779.97,18,2,745,0.5446,0.376,1.0664,0.1267,0.0731,0,0.7966,Midwest
RRB-00722,residential_mortgage,Residential Mortgage,276932.77,345146.18,17,6,664,0.5317,0.4772,1.024,0.227,0.168,0,1.0663,Northeast
RRB-00723,residential_mortgage,Residential Mortgage,473828.68,593859.3,14,4,718,0.6895,0.3626,1.3652,0.0665,0.1642,0,1.0962,Southeast
RRB-00724,residential_mortgage,Residential Mortgage,418586.12,596147.5,16,7,661,0.7997,0.4403,1.3861,0.2531,0.2881,0,0.8039,Mountain
RRB-00725,residential_mortgage,Residential Mortgage,409659.66,465767.91,11,2,801,0.6301,0.4495,1.1413,0.2074,0.2072,0,0.7688,Northeast
RRB-00726,residential_mortgage,Residential Mortgage,282794.29,346581.93,17,2,670,0.8902,0.404,1.0389,0.179,0.2063,0,0.794,Northeast
RRB-00727,residential_mortgage,Residential Mortgage,315434.16,419344.48,11,5,719,0.5569,0.4773,1.2589,0.072,0.1117,0,1.0528,Southeast
RRB-00728,residential_mortgage,Residential Mortgage,213170.86,293439.92,13,4,736,0.8811,0.3313,1.3894,0.2116,0.3367,0,1.0194,Southeast
RRB-00729,residential_mortgage,Residential Mortgage,381560.09,535544.11,14,4,741,0.7191,0.3074,1.0561,0.1559,0.0651,1,0.8963,Southeast
RRB-00730,residential_mortgage,Residential Mortgage,469901.6,619704.42,14,5,739,0.9003,0.3463,1.1469,0.1599,0.1763,0,0.8535,Mountain
RRB-00731,residential_mortgage,Residential Mortgage,154898.8,198055.48,23,7,671,0.6123,0.4653,1.1494,0.2603,0.1104,0,1.0515,Northeast
RRB-00732,residential_mortgage,Residential Mortgage,257168.97,312229.76,11,3,795,0.6513,0.3633,1.3142,0.0684,0.1433,0,0.9829,Northeast
RRB-00733,residential_mortgage,Residential Mortgage,375423.46,517233.94,11,2,752,0.6429,0.3407,1.298,0.1953,0.2637,0,0.7784,Southeast
RRB-00734,residential_mortgage,Residential Mortgage,152782.56,201411.95,23,5,783,0.902,0.205,1.2906,0.1302,0.1875,0,1.1403,Southeast
RRB-00735,residential_mortgage,Residential Mortgage,107022.41,145457.63,8,5,804,0.5326,0.3643,1.0525,0.1949,0.2074,0,1.0999,Midwest
RRB-00736,residential_mortgage,Residential Mortgage,389867.13,526192.79,14,5,792,0.6708,0.2159,1.0585,0.1982,0.2971,0,0.7912,Northeast
RRB-00737,residential_mortgage,Residential Mortgage,377342.83,442784.34,12,2,677,0.7181,0.2923,1.0452,0.2314,0.1004,0,0.8266,Midwest
RRB-00738,residential_mortgage,Residential Mortgage,525219.17,652141.95,15,6,700,0.8559,0.3585,1.3633,0.2167,0.3132,0,1.0323,Midwest
RRB-00739,residential_mortgage,Residential Mortgage,397793.73,572736.75,20,4,803,0.4842,0.3827,1.0546,0.2146,0.22,0,1.133,Midwest
RRB-00740,residential_mortgage,Residential Mortgage,234441.04,310699.52,15,6,687,0.6168,0.2119,1.3107,0.0926,0.1113,0,1.1153,Northeast
RRB-00741,residential_mortgage,Residential Mortgage,138500.81,146875.91,11,7,768,0.492,0.1708,1.1512,0.0713,0.1806,0,1.0985,Midwest
RRB-00742,residential_mortgage,Residential Mortgage,486786.72,675784.21,15,5,679,0.6524,0.3439,1.0594,0.1981,0.2877,0,1.0378,Mountain
RRB-00743,residential_mortgage,Residential Mortgage,250851.96,302587.54,19,7,655,0.7083,0.2598,1.3078,0.2492,0.3274,0,0.9935,Midwest
RRB-00744,residential_mortgage,Residential Mortgage,380224.54,428045.53,18,7,672,0.7867,0.4829,1.2958,0.2512,0.3305,0,0.8486,Southeast
RRB-00745,residential_mortgage,Residential Mortgage,102410.5,130152.43,23,3,685,0.8318,0.3704,1.2892,0.1551,0.0464,0,0.8286,Mountain
RRB-00746,residential_mortgage,Residential Mortgage,445108.7,510238.97,20,3,705,0.6779,0.244,1.2654,0.0645,0.2751,0,1.0764,Mountain
RRB-00747,residential_mortgage,Residential Mortgage,306960.6,371196.57,22,4,787,0.6395,0.2707,1.3738,0.2744,0.2681,0,1.1099,Southeast
RRB-00748,residential_mortgage,Residential Mortgage,445437.21,513072.66,12,4,770,0.7308,0.2858,1.1684,0.2221,0.176,0,0.9999,Mountain
RRB-00749,residential_mortgage,Residential Mortgage,98315.87,125767.02,14,3,683,0.8933,0.4659,1.3446,0.1999,0.2042,0,1.0377,Mountain
RRB-00750,residential_mortgage,Residential Mortgage,424534.66,562157.31,14,2,680,0.7188,0.4508,1.0494,0.1955,0.1079,0,1.0219,Mountain
RRB-00751,residential_mortgage,Residential Mortgage,255282.41,289242.92,20,4,777,0.5442,0.48,1.0689,0.1704,0.1123,0,1.1018,Midwest
RRB-00752,residential_mortgage,Residential Mortgage,319588.01,429122.21,22,7,712,0.6553,0.4183,1.0881,0.0857,0.1424,0,1.1121,Mountain
RRB-00753,residential_mortgage,Residential Mortgage,165679.2,191094.34,13,3,789,0.6329,0.1877,1.2297,0.0975,0.1299,0,0.7742,Midwest
RRB-00754,residential_mortgage,Residential Mortgage,405887.27,499090.35,17,6,724,0.6975,0.2914,1.0628,0.0702,0.0475,0,1.0767,Midwest
RRB-00755,residential_mortgage,Residential Mortgage,169382.86,205115.35,8,6,666,0.5313,0.4413,1.0761,0.1206,0.2484,0,0.9601,Southeast
RRB-00756,residential_mortgage,Residential Mortgage,311603.12,341224.13,11,2,713,0.8703,0.3816,1.1292,0.1176,0.1623,1,0.7694,Mountain
RRB-00757,residential_mortgage,Residential Mortgage,330217.63,372365.43,9,4,722,0.7317,0.2034,1.1567,0.0907,0.2498,0,0.8971,Northeast
RRB-00758,residential_mortgage,Residential Mortgage,489823.36,643694.44,24,2,681,0.5405,0.1889,1.3835,0.0916,0.1986,0,1.1115,Midwest
RRB-00759,residential_mortgage,Residential Mortgage,504120.3,700481.85,13,7,674,0.509,0.1728,1.1878,0.0808,0.0924,0,1.0374,Mountain
RRB-00760,residential_mortgage,Residential Mortgage,257759.28,327900.75,16,2,717,0.9084,0.3251,1.3433,0.2427,0.0555,0,1.0974,Southeast
RRB-00761,residential_mortgage,Residential Mortgage,419740.21,444742.92,17,4,705,0.8559,0.1926,1.1567,0.135,0.2832,0,0.9371,Mountain
RRB-00762,residential_mortgage,Residential Mortgage,534784.45,746327.15,16,6,793,0.7984,0.4058,1.2265,0.1197,0.3134,0,0.8027,Northeast
RRB-00763,residential_mortgage,Residential Mortgage,445905.67,618258.81,10,6,735,0.8542,0.3317,1.076,0.1477,0.2023,0,1.0399,Southeast
RRB-00764,residential_mortgage,Residential Mortgage,420834.08,454723.38,18,5,711,0.5972,0.1628,1.0258,0.2154,0.1984,0,1.1036,Southeast
RRB-00765,residential_mortgage,Residential Mortgage,315383.65,442614.57,24,6,754,0.7549,0.3639,1.2369,0.1338,0.2377,0,0.8749,Midwest
RRB-00766,residential_mortgage,Residential Mortgage,323416.17,452628.58,8,4,686,0.8189,0.303,1.1336,0.0851,0.0908,0,0.9923,Southeast
RRB-00767,residential_mortgage,Residential Mortgage,282172.44,329906.13,14,6,772,0.9041,0.1942,1.0219,0.2578,0.2458,0,0.7713,Southeast
RRB-00768,residential_mortgage,Residential Mortgage,284737.31,362087.88,9,2,772,0.4807,0.3754,1.2081,0.1626,0.2389,0,1.1056,Southeast
RRB-00769,residential_mortgage,Residential Mortgage,202897.62,288910.23,13,5,730,0.7895,0.4638,1.1739,0.1287,0.3169,0,1.1035,Northeast
RRB-00770,residential_mortgage,Residential Mortgage,324948.03,459746.92,12,5,672,0.6725,0.1966,1.0817,0.1066,0.1295,0,0.7622,Northeast
RRB-00771,residential_mortgage,Residential Mortgage,310906.78,339560.71,22,3,717,0.7812,0.3044,1.1241,0.1173,0.3195,0,1.1101,Mountain
RRB-00772,residential_mortgage,Residential Mortgage,501499.66,533082.94,20,3,746,0.5649,0.2082,1.1487,0.0855,0.1602,0,1.136,Southeast
RRB-00773,residential_mortgage,Residential Mortgage,162921.14,183252.33,8,5,776,0.8463,0.4536,1.1471,0.1266,0.132,0,0.8825,Northeast
RRB-00774,residential_mortgage,Residential Mortgage,239271.01,277287.39,16,2,684,0.7771,0.32,1.4068,0.0574,0.3288,0,0.75,Southeast
RRB-00775,residential_mortgage,Residential Mortgage,132621.27,151000.44,22,6,755,0.8496,0.3937,1.2424,0.1538,0.1879,0,0.9006,Mountain
RRB-00776,residential_mortgage,Residential Mortgage,224599.23,322435.69,17,3,742,0.7213,0.4581,1.4043,0.2281,0.3386,0,0.956,Northeast
RRB-00777,residential_mortgage,Residential Mortgage,494146.26,708882.59,24,2,771,0.7539,0.4882,1.2195,0.0621,0.0636,0,1.0846,Northeast
RRB-00778,residential_mortgage,Residential Mortgage,429520.35,494990.43,24,3,729,0.6812,0.1697,1.0993,0.204,0.3331,0,0.7914,Mountain
RRB-00779,residential_mortgage,Residential Mortgage,350199.42,384686.38,20,6,723,0.6826,0.3629,1.0161,0.1782,0.0869,0,0.9137,Northeast
RRB-00780,residential_mortgage,Residential Mortgage,463960.3,502171.45,24,6,698,0.6078,0.3999,1.2251,0.0531,0.1823,0,0.9795,Midwest
RRB-00781,residential_mortgage,Residential Mortgage,465915.76,517248.59,8,2,784,0.8975,0.2975,1.014,0.268,0.1437,0,0.8859,Mountain
RRB-00782,residential_mortgage,Residential Mortgage,338527.85,465356.75,22,2,685,0.7173,0.4743,1.4123,0.1669,0.1318,0,0.8606,Midwest
RRB-00783,residential_mortgage,Residential Mortgage,243279.73,274265.08,8,3,781,0.7147,0.2479,1.1116,0.2658,0.1594,1,0.9901,Midwest
RRB-00784,residential_mortgage,Residential Mortgage,479653.69,683042.22,21,6,667,0.5882,0.2716,1.1097,0.2143,0.2249,0,0.9107,Northeast
RRB-00785,residential_mortgage,Residential Mortgage,430584.15,600176.87,22,6,759,0.5904,0.3415,1.3108,0.2368,0.1545,0,0.786,Mountain
RRB-00786,residential_mortgage,Residential Mortgage,162917.84,235237.68,9,4,703,0.7305,0.2225,1.0873,0.112,0.065,0,1.1496,Mountain
RRB-00787,residential_mortgage,Residential Mortgage,511014.01,695622.9,21,2,676,0.8072,0.4956,1.4009,0.0592,0.2313,0,0.8723,Mountain
RRB-00788,residential_mortgage,Residential Mortgage,355078.39,486622.98,11,2,696,0.8038,0.4044,1.1801,0.0598,0.0849,0,0.9245,Southeast
RRB-00789,residential_mortgage,Residential Mortgage,218237.94,311227.92,12,6,725,0.7199,0.1621,1.3886,0.0519,0.2739,0,0.9794,Southeast
RRB-00790,residential_mortgage,Residential Mortgage,494148.56,667663.43,14,6,746,0.848,0.3771,1.0832,0.0934,0.0701,0,1.0441,Midwest
RRB-00791,residential_mortgage,Residential Mortgage,478805.4,650228.01,23,3,684,0.615,0.4605,1.3223,0.2333,0.1585,1,0.8786,Southeast
RRB-00792,residential_mortgage,Residential Mortgage,233464.34,301433.08,14,5,704,0.7057,0.2566,1.1358,0.1863,0.0471,0,1.1468,Midwest
RRB-00793,residential_mortgage,Residential Mortgage,227011.98,308936.7,19,6,690,0.9024,0.2958,1.3013,0.2174,0.1798,0,1.1195,Midwest
RRB-00794,residential_mortgage,Residential Mortgage,325195.01,387426.45,13,3,659,0.6976,0.2751,1.3133,0.1366,0.1533,0,0.947,Southeast
RRB-00795,residential_mortgage,Residential Mortgage,480471.12,677319.0,8,7,749,0.6144,0.1956,1.1859,0.1991,0.3046,0,0.9633,Northeast
RRB-00796,residential_mortgage,Residential Mortgage,207435.27,298258.7,15,4,797,0.5081,0.2906,1.3802,0.1581,0.2246,0,1.0539,Mountain
RRB-00797,residential_mortgage,Residential Mortgage,530823.98,676830.16,21,6,724,0.5822,0.19,1.3172,0.2483,0.0423,0,1.1103,Mountain
RRB-00798,residential_mortgage,Residential Mortgage,286262.61,373578.91,17,6,760,0.6335,0.1789,1.1289,0.1331,0.2672,0,1.1074,Northeast
RRB-00799,residential_mortgage,Residential Mortgage,419655.76,549517.48,24,4,760,0.5367,0.4284,1.3655,0.0963,0.1079,0,1.0708,Mountain
RRB-00800,residential_mortgage,Residential Mortgage,191702.4,239155.53,19,4,761,0.6863,0.3623,1.0518,0.2471,0.0577,0,0.7667,Southeast
RRB-00801,residential_mortgage,Residential Mortgage,396134.16,572287.68,14,6,766,0.788,0.4938,1.4133,0.1812,0.3054,0,1.0935,Southeast
RRB-00802,residential_mortgage,Residential Mortgage,193866.62,250331.64,14,3,697,0.6311,0.2276,1.2023,0.27,0.1034,0,1.104,Mountain
RRB-00803,residential_mortgage,Residential Mortgage,434868.56,618428.12,20,6,661,0.5879,0.2518,1.0751,0.268,0.2735,0,0.9408,Southeast
RRB-00804,residential_mortgage,Residential Mortgage,408175.66,444703.73,8,4,752,0.8154,0.4284,1.3159,0.0533,0.1721,0,1.0069,Midwest
RRB-00805,residential_mortgage,Residential Mortgage,274356.79,360648.22,21,5,674,0.4838,0.2371,1.3192,0.2205,0.2114,0,1.0173,Mountain
RRB-00806,residential_mortgage,Residential Mortgage,300981.88,429815.74,22,4,763,0.8715,0.3677,1.0688,0.2597,0.2898,0,0.9962,Midwest
RRB-00807,residential_mortgage,Residential Mortgage,415864.5,595633.78,8,7,673,0.4912,0.2002,1.334,0.1544,0.0859,0,1.1001,Midwest
RRB-00808,residential_mortgage,Residential Mortgage,202752.48,278332.6,21,7,783,0.6732,0.4039,1.2711,0.1977,0.2977,0,1.0184,Mountain
RRB-00809,residential_mortgage,Residential Mortgage,210429.28,247435.43,21,4,692,0.4961,0.1852,1.4102,0.1946,0.1861,0,0.8468,Southeast
RRB-00810,residential_mortgage,Residential Mortgage,256094.52,346528.15,18,4,776,0.5911,0.4776,1.342,0.1059,0.1638,0,0.9809,Midwest
RRB-00811,residential_mortgage,Residential Mortgage,135812.77,171239.13,18,7,673,0.5507,0.4621,1.3298,0.2527,0.2016,0,0.7775,Mountain
RRB-00812,residential_mortgage,Residential Mortgage,422298.06,605260.13,20,3,745,0.7851,0.4403,1.2889,0.1032,0.238,0,1.1208,Northeast
RRB-00813,residential_mortgage,Residential Mortgage,401851.74,484426.64,22,4,758,0.6365,0.164,1.417,0.0588,0.3126,0,1.1156,Mountain
RRB-00814,residential_mortgage,Residential Mortgage,217454.77,271973.92,12,7,775,0.742,0.2173,1.3525,0.213,0.3113,0,0.8234,Mountain
RRB-00815,residential_mortgage,Residential Mortgage,312291.58,389550.02,8,7,779,0.6977,0.2203,1.3257,0.1862,0.2998,0,0.9864,Northeast
RRB-00816,residential_mortgage,Residential Mortgage,423110.85,538031.25,23,4,663,0.8291,0.2986,1.1678,0.2357,0.2069,0,0.78,Southeast
RRB-00817,residential_mortgage,Residential Mortgage,399077.2,550787.51,17,6,728,0.8203,0.3397,1.3059,0.2147,0.0538,0,0.8152,Northeast
RRB-00818,residential_mortgage,Residential Mortgage,141925.81,161478.32,13,4,788,0.7011,0.3397,1.133,0.2085,0.1619,0,0.85,Southeast
RRB-00819,residential_mortgage,Residential Mortgage,175364.18,240733.0,17,5,776,0.691,0.2778,1.0636,0.1536,0.1596,0,0.7636,Northeast
RRB-00820,residential_mortgage,Residential Mortgage,184139.08,236992.42,18,5,716,0.85,0.175,1.1779,0.1234,0.1316,0,1.0657,Southeast
RRB-00821,residential_mortgage,Residential Mortgage,449688.91,551310.59,21,4,786,0.4849,0.4148,1.3784,0.2761,0.1237,0,0.7866,Mountain
RRB-00822,residential_mortgage,Residential Mortgage,397418.34,510792.3,16,6,722,0.6776,0.3109,1.1703,0.2359,0.066,0,0.9129,Northeast
RRB-00823,residential_mortgage,Residential Mortgage,347746.61,414507.27,13,5,789,0.7207,0.3597,1.0616,0.0995,0.2602,1,0.7945,Mountain
RRB-00824,residential_mortgage,Residential Mortgage,220783.03,293112.61,8,6,656,0.6515,0.4096,1.3559,0.254,0.3158,0,0.9401,Northeast
RRB-00825,residential_mortgage,Residential Mortgage,285260.05,305448.53,11,2,720,0.8903,0.2328,1.2493,0.0613,0.1345,0,1.0315,Mountain
RRB-00826,residential_mortgage,Residential Mortgage,174210.43,191271.32,12,6,734,0.555,0.3705,1.4162,0.1834,0.2994,0,0.7966,Mountain
RRB-00827,residential_mortgage,Residential Mortgage,500381.53,594893.36,12,6,687,0.5475,0.2585,1.1988,0.1923,0.1,0,1.1087,Northeast
RRB-00828,residential_mortgage,Residential Mortgage,213345.83,289300.76,24,6,733,0.7227,0.3988,1.346,0.2101,0.2396,0,0.9133,Southeast
RRB-00829,residential_mortgage,Residential Mortgage,406015.06,476845.17,24,6,800,0.6216,0.4273,1.1319,0.2696,0.3174,0,0.8658,Midwest
RRB-00830,residential_mortgage,Residential Mortgage,338753.81,447208.07,11,3,770,0.7329,0.3079,1.0102,0.0691,0.2666,0,1.091,Midwest
RRB-00831,residential_mortgage,Residential Mortgage,248069.57,322660.94,18,2,748,0.5382,0.4209,1.4042,0.2099,0.0403,0,0.7929,Northeast
RRB-00832,residential_mortgage,Residential Mortgage,282747.45,385361.71,20,2,754,0.5602,0.48,1.3175,0.1327,0.1213,1,0.7836,Midwest
RRB-00833,residential_mortgage,Residential Mortgage,247806.93,332833.26,18,6,767,0.6475,0.4798,1.0623,0.2607,0.2608,0,1.1016,Mountain
RRB-00834,residential_mortgage,Residential Mortgage,509039.41,623753.84,16,2,782,0.6134,0.4269,1.0747,0.2181,0.1272,0,0.969,Midwest
RRB-00835,residential_mortgage,Residential Mortgage,148770.96,164757.55,24,5,755,0.5491,0.17,1.1757,0.2626,0.2822,0,1.0977,Mountain
RRB-00836,residential_mortgage,Residential Mortgage,157012.33,227649.92,12,2,747,0.7062,0.3864,1.0317,0.0888,0.0519,0,0.8955,Midwest
RRB-00837,residential_mortgage,Residential Mortgage,457377.01,630826.19,22,4,672,0.86,0.3869,1.2463,0.2477,0.1348,0,0.9207,Midwest
RRB-00838,residential_mortgage,Residential Mortgage,198233.83,220276.12,20,5,766,0.6436,0.4222,1.2508,0.2724,0.2253,0,0.9663,Southeast
RRB-00839,residential_mortgage,Residential Mortgage,300304.25,378045.82,24,2,762,0.8153,0.2643,1.0145,0.267,0.329,0,0.8644,Southeast
RRB-00840,residential_mortgage,Residential Mortgage,199909.71,227128.93,19,7,762,0.8978,0.4616,1.2146,0.2099,0.2499,0,0.8592,Midwest
RRB-00841,residential_mortgage,Residential Mortgage,339092.96,406217.81,12,5,749,0.9085,0.39,1.3467,0.181,0.2444,0,0.7516,Southeast
RRB-00842,residential_mortgage,Residential Mortgage,377849.02,399997.28,20,6,805,0.4855,0.2111,1.0146,0.1272,0.3322,0,1.0735,Midwest
RRB-00843,residential_mortgage,Residential Mortgage,349340.6,429344.98,10,7,700,0.4851,0.2766,1.2801,0.2651,0.3027,0,1.0778,Midwest
RRB-00844,residential_mortgage,Residential Mortgage,469928.98,553991.25,24,3,660,0.6726,0.2691,1.1323,0.2672,0.2657,0,1.0215,Mountain
RRB-00845,residential_mortgage,Residential Mortgage,345039.06,431563.93,17,6,697,0.6658,0.216,1.3982,0.1735,0.0645,0,1.1307,Southeast
RRB-00846,residential_mortgage,Residential Mortgage,95646.05,134634.43,21,4,781,0.6402,0.2508,1.2407,0.0815,0.3229,0,0.907,Mountain
RRB-00847,residential_mortgage,Residential Mortgage,194924.65,261235.64,20,2,720,0.7176,0.4056,1.4151,0.1064,0.2192,0,0.818,Southeast
RRB-00848,residential_mortgage,Residential Mortgage,111967.59,147933.88,22,7,709,0.5376,0.1977,1.2826,0.1786,0.2658,0,0.9972,Midwest
RRB-00849,residential_mortgage,Residential Mortgage,104801.53,145884.21,12,7,743,0.647,0.3732,1.1338,0.2655,0.0922,0,0.7794,Northeast
RRB-00850,residential_mortgage,Residential Mortgage,130979.49,146907.35,24,7,766,0.5959,0.4216,1.272,0.2156,0.3201,0,1.0178,Northeast
RRB-00851,residential_mortgage,Residential Mortgage,239501.02,312198.75,24,6,791,0.9078,0.2864,1.1252,0.1059,0.2789,0,0.8428,Northeast
RRB-00852,residential_mortgage,Residential Mortgage,234149.12,272709.18,21,7,792,0.5083,0.3066,1.0757,0.1591,0.1418,0,0.7568,Southeast
RRB-00853,residential_mortgage,Residential Mortgage,111745.1,131368.57,21,6,765,0.5077,0.1831,1.1155,0.2176,0.2368,0,0.8026,Mountain
RRB-00854,residential_mortgage,Residential Mortgage,243218.88,313910.1,17,2,665,0.866,0.2012,1.0636,0.2379,0.2726,0,1.0573,Southeast
RRB-00855,residential_mortgage,Residential Mortgage,283809.27,308581.97,23,5,750,0.5009,0.3343,1.0017,0.1391,0.2123,0,1.0197,Mountain
RRB-00856,residential_mortgage,Residential Mortgage,346921.63,416113.01,18,5,681,0.5446,0.4813,1.136,0.2387,0.0527,0,0.9793,Mountain
RRB-00857,residential_mortgage,Residential Mortgage,375632.77,466636.75,21,4,761,0.6866,0.3062,1.1536,0.2613,0.1251,0,0.8813,Northeast
RRB-00858,residential_mortgage,Residential Mortgage,142038.91,161341.5,15,3,751,0.8007,0.4856,1.2772,0.0585,0.2222,1,0.9974,Midwest
RRB-00859,residential_mortgage,Residential Mortgage,242609.94,283480.57,18,7,737,0.6345,0.3735,1.1653,0.2133,0.292,0,1.0636,Midwest
RRB-00860,residential_mortgage,Residential Mortgage,138641.98,158638.99,18,7,805,0.5251,0.3468,1.3987,0.1154,0.0406,0,0.8804,Northeast
RRB-00861,residential_mortgage,Residential Mortgage,208134.18,293853.3,10,7,720,0.9097,0.4074,1.3867,0.2483,0.2674,0,1.1351,Southeast
RRB-00862,residential_mortgage,Residential Mortgage,469646.52,621342.2,13,3,768,0.6374,0.2606,1.1862,0.196,0.2965,1,0.8715,Midwest
RRB-00863,residential_mortgage,Residential Mortgage,216633.41,252896.44,16,6,693,0.5947,0.1857,1.0608,0.1961,0.1203,0,0.9179,Northeast
RRB-00864,residential_mortgage,Residential Mortgage,312438.64,406080.19,10,4,673,0.748,0.3825,1.035,0.1681,0.1511,0,0.8114,Northeast
RRB-00865,residential_mortgage,Residential Mortgage,168454.26,207953.12,10,6,732,0.7232,0.2712,1.0007,0.2266,0.1643,0,0.9937,Southeast
RRB-00866,residential_mortgage,Residential Mortgage,484662.56,547561.81,20,2,688,0.8195,0.3782,1.1787,0.2209,0.1822,0,0.8233,Southeast
RRB-00867,residential_mortgage,Residential Mortgage,295375.78,366502.16,18,3,737,0.8507,0.4297,1.2537,0.2025,0.0924,0,0.9218,Midwest
RRB-00868,residential_mortgage,Residential Mortgage,356051.62,478158.0,10,5,792,0.4867,0.2432,1.3223,0.1756,0.1657,0,1.0627,Midwest
RRB-00869,residential_mortgage,Residential Mortgage,432232.67,614337.24,12,5,710,0.7271,0.3004,1.1736,0.2791,0.2389,0,0.8991,Mountain
RRB-00870,residential_mortgage,Residential Mortgage,377691.99,450384.14,24,5,685,0.8877,0.1788,1.0422,0.2181,0.1426,0,1.0712,Mountain
RRB-00871,residential_mortgage,Residential Mortgage,397516.95,454413.42,19,7,675,0.7721,0.4928,1.3458,0.1871,0.2812,0,0.9961,Mountain
RRB-00872,residential_mortgage,Residential Mortgage,136639.61,163716.06,14,3,744,0.7341,0.2772,1.1364,0.2771,0.1147,0,0.9717,Northeast
RRB-00873,residential_mortgage,Residential Mortgage,168117.86,241547.45,22,3,695,0.7787,0.4882,1.2956,0.0571,0.1101,0,0.9438,Midwest
RRB-00874,residential_mortgage,Residential Mortgage,496118.81,682807.08,9,3,659,0.5144,0.2737,1.0322,0.0901,0.2168,0,0.8909,Southeast
RRB-00875,residential_mortgage,Residential Mortgage,378144.44,419406.14,14,3,779,0.6579,0.2586,1.1267,0.166,0.329,0,0.8435,Mountain
